transaction_id,date,month,account_type,category,subcategory,merchant,amount_php,payment_method,necessity_type,status,budget_limit_php,notes
FEM-0417,2025-03-23,2025-03,Personal,Entertainment,Streaming Subscription,YouTube Premium,256.34,Bank Transfer,Want,Paid,3000,
FEM-0418,2024-09-09,2024-09,Student,Utilities,Internet,PLDT,31778.84,Maya,Need,Paid,7000,Recurring bill
FEM-0419,2024-08-06,2024-08,Student,Savings,Investment,Bank Investment,52757.11,Cash,Savings,Refunded,8000,One-time expense
FEM-0420,2025-11-06,2025-11,Freelance,Entertainment,Cinema,Ayala Malls Cinemas,676.05,Cash,Want,Paid,3000,
FEM-0421,2025/02/20,2025-02,Personal,Savings,Emergency Fund,Savings Account,7618.07,Credit Card,Savings,Paid,8000,One-time expense
FEM-0422,2024-01-02,2024-01,Personal,Entertainment,Travel/Leisure,Cebu Pacific,7628.89,Bank Transfer,Want,Paid,3000,Recurring bill
FEM-0423,2025-09-27,2025-09,Student,Food & Dining,Restaurant,Samgyupsal House,496.82,Debit Card,Need,Paid,10000,One-time expense
FEM-0424,2024-06-11,2024-06,Personal,Food & Dining,Restaurant,Local Carinderia,720.96,Cash,Need,Paid,10000,Budget concern
FEM-0425,2024-04-09,2024-04,Household,Savings,Emergency Fund,Savings Account,1402.17,Bank Transfer,Savings,Paid,8000,Budget concern
FEM-0426,2024-03-17,2024-03,Freelance,Others,Miscellaneous,Sari-sari Store,2122.29,Cash,Mixed,Pending,3000,One-time expense
FEM-0427,2025-09-08,2025-09,Personal,Education,Printing,Print Shop,779.27,Credit Card,Need,Paid,5000,Promo/discount used
FEM-0428,2025-09-06,2025-09,Personal,Entertainment,Travel/Leisure,,9178.76,Cash,Want,Paid,3000,Budget concern
FEM-0429,2025-03-17,2025-03,Personal,Shopping,Clothing,Ukay Store,2997.49,Maya,Want,Pending,6000,Budget concern
FEM-0430,2024-02-23,2024-02,Student,Utilities,Electricity,Meralco,2931.56,BDO Online,Need,Paid,7000,Recurring bill
FEM-0431,2025-04-27,2025-04,Personal,Others,Repair/Maintenance,Repair Shop,2511.45,Credit Card,Mixed,Paid,3000,
FEM-0432,2025-05-25,2025-05,Household,Entertainment,Streaming Subscription,Spotify,331.54,BDO Online,Want,Paid,3000,One-time expense
FEM-0433,2025-02-25,2025-02,Personal,Food & Dining,Restaurant,Max's Restaurant,481.84,BDO Online,Need,Paid,10000,
FEM-0434,2024-07-14,2024-07,Freelance,Utilities,Electricity,Meralco,3144.05,Credit Card,Need,Paid,7000,One-time expense
FEM-0435,2024-04-11,2024-04,Student,Utilities,Mobile Load,Globe,,Cash,Need,Paid,7000,Budget concern
FEM-0436,2025-12-29,2025-12,Student,Food & Dining,Groceries,SM Supermarket,4192.31,Cash,Need,Paid,10000,Promo/discount used
FEM-0437,2025-07-21,2025-07,Personal,Food & Dining,Cafe,Dunkin,256.46,Cash,Need,Paid,10000,Recurring bill
FEM-0438,2024-01-18,2024-01,Freelance,Rent,Association Dues,Condo Admin,1133.10,Maya,Need,Paid,12000,Budget concern
FEM-0439,2025-10-12,2025-10,Personal,Savings,Investment,Maya Stocks,9331.28,Debit Card,Savings,Paid,8000,Budget concern
FEM-0440,2025-03-24,2025-03,Household,Food & Dining,Restaurant,Local Carinderia,565.46,GCash,Need,Paid,10000,One-time expense
FEM-0441,2025-05-20,2025-05,Student,Entertainment,Streaming Subscription,YouTube Premium,271.04,Cash,Want,Paid,3000,Recurring bill
FEM-0442,2025-01-24,2025-01,Household,Others,Repair/Maintenance,Hardware Store,6261.13,GCash,Mixed,paid,3000,Budget concern
FEM-0443,2025-08-16,2025-08,Student,Food & Dining,Groceries,Robinsons Supermarket,2861.84,Cash,Need,Paid,10000,Recurring bill
FEM-0444,2024-11-09,2024-11,Student,Food & Dining,Cafe,But First Coffee,240.48,GCash,Need,Paid,10000,Promo/discount used
FEM-0445,2024-04-09,2024-04,Personal,Food & Dining,Groceries,Robinsons Supermarket,3334.72,GCash,Need,Paid,10000,One-time expense
FEM-0446,2024-12-08,2024-12,Student,Healthcare,Insurance,Insurance Provider,1832.50,Cash,Need,Paid,4000,Budget concern
FEM-0447,2025-11-25,2025-11,Student,Shopping,Personal Care,Watsons,1071.24,Bank Transfer,Want,Paid,6000,Budget concern
FEM-0448,2025-02-19,2025-02,Household,Others,Repair/Maintenance,Repair Shop,4125.24,Bank Transfer,Mixed,Paid,3000,Promo/discount used
FEM-0449,2025-11-12,2025-11,Freelance,Utilities,Mobile Load,DITO,500.29,Debit Card,Need,Pending,7000,Promo/discount used
FEM-0450,2025-05-25,2025-05,Household,Food & Dining,Groceries,Dali Grocery,4757.20,GCash,Need,Cancelled,10000,Recurring bill
FEM-0451,2024-07-17,2024-07,Household,Savings,Investment,Maya Stocks,5925.37,Credit Card,Savings,Paid,8000,One-time expense
FEM-0452,2024-12-03,2024-12,Household,HEALTHCARE,Medicine,Mercury Drug,441.61,Bank Transfer,Need,Paid,4000,One-time expense
FEM-0453,2025-01-02,2025-01,Personal,Rent,Dorm/Apartment Rent,Apartment Landlord,7818.38,GCash,Need,Paid,12000,
FEM-0454,2024-04-08,2024-04,Household,Others,Miscellaneous,Sari-sari Store,531.00,GCash,Mixed,Paid,3000,One-time expense
FEM-0455,2025-03-09,2025-03,Personal,Food & Dining,Fast Food,McDonald's,351.63,BDO Online,Need,Paid,10000,One-time expense
FEM-0456,2024-12-13,2024-12,Personal,Shopping,Personal Care,Watsons,1713.29,Bank Transfer,Want,,6000,Recurring bill
FEM-0457,2024-10-11,2024-10,Personal,Food & Dining,Groceries,Dali Grocery,45932.43,Debit Card,Need,Paid,10000,One-time expense
FEM-0458,2024-08-08,2024-08,Personal,Entertainment,Travel/Leisure,Airbnb,6215.76,GCash,Want,Paid,3000,Promo/discount used
FEM-0459,2025-01-14,2025-01,Household,Food & Dining,Fast Food,Jollibee,410.53,Cash,Need,Pending,10000,One-time expense
FEM-0460,2024-01-20,2024-01,Personal,Transportation,Parking/Toll,NLEX Toll,124.22,Cash,Need,Paid,4500,
FEM-0461,2025-06-17,2025-06,Student,Food & Dining,Restaurant,Max's Restaurant,421.15,Debit Card,Need,Paid,10000,One-time expense
FEM-0462,2024-10-01,2024-10,Personal,Transportation,Jeepney/Bus Fare,UV Express,158.71,GCash,Need,PAID,4500,One-time expense
FEM-0463,2025-03-08,2025-03,Student,Transportation,Jeepney/Bus Fare,UV Express,153.76,CREDIT CARD,Need,Cancelled,4500,One-time expense
FEM-0464,"September 08, 2025",2025-09,Household,Rent,Association Dues,Subdivision Office,1572.96,Bank Transfer,Need,Paid,12000,Recurring bill
FEM-0465,2024-05-25,2024-05,Household,Utilities,Internet,Globe Fiber,1645.92,Credit Card,Need,Cancelled,7000,Regular expense
FEM-0466,2025-11-28,2025-11,Personal,Education,School Supplies,National Book Store,509.68,Bank Transfer,Need,Cancelled,5000,One-time expense
FEM-0467,2025-07-10,2025-07,Personal,Shopping,Online Shopping,Shopee,782.99,Cash,Want,Pending,6000,Recurring bill
FEM-0468,2025-09-28,2025-09,Household,Food & Dining,Restaurant,Max's Restaurant,568.91,GCash,Need,Paid,10000,Budget concern
FEM-0469,2024-09-02,2024-09,Freelance,Others,Miscellaneous,Unknown Merchant,897.27,Bank Transfer,Mixed,Paid,3000,Budget concern
FEM-0470,2024-01-23,2024-01,Personal,Transportation,Jeepney/Bus Fare,Public Transport,63.44,Cash,Need,Paid,4500,
FEM-0471,2025-09-10,2025-09,Personal,Shopping,Personal Care,Salon,843.49,Maya,Want,Paid,6000,Promo/discount used
FEM-0472,2025-05-18,2025-05,Personal,Transportation,Parking/Toll,Mall Parking,161.26,Credit Card,Need,,4500,Recurring bill
FEM-0473,2025-06-10,2025-06,Household,Rent,Association Dues,Subdivision Office,1497.43,Debit Card,Need,Pending,12000,Promo/discount used
FEM-0474,2025-10-30,2025-10,Household,Rent,Dorm/Apartment Rent,Apartment Landlord,6607.53,Bank Transfer,Need,Cancelled,12000,Promo/discount used
FEM-0475,2024-11-09,2024-11,Student,Savings,Investment,Maya Stocks,8866.08,Cash,Savings,Paid,8000,Regular expense
FEM-0476,2025-09-11,2025-09,Personal,Others,Gifts/Donations,Gift Shop,2038.59,Bank Transfer,Mixed,Paid,3000,Regular expense
FEM-0477,2024-10-14,2024-10,Household,Others,Gifts/Donations,Gift Shop,2351.63,Bank Transfer,Mixed,Paid,3000,Regular expense
FEM-0478,2025-05-21,2025-05,Personal,Utilities,Mobile Load,Globe,621.85,Bank Transfer,Need,Paid,7000,
FEM-0479,2025-03-04,2025-03,Household,Education,Tuition/Fees,University Portal,5178.43,Bank Transfer,Need,Pending,5000,Recurring bill
FEM-0480,2024/12/04,2024-12,Freelance,Food & Dining,Groceries,Robinsons Supermarket,3025.06,BDO Online,Need,Pending,10000,
FEM-0481,2024-08-02,2024-08,Student,Healthcare,Medicine,Generika,659.72,Debit Card,Need,Paid,4000,
FEM-0482,2024-10-13,2024-10,Personal,Healthcare,Insurance,Insurance Provider,1849.97,BDO Online,Need,CANCELLED,4000,Budget concern
FEM-0483,2024-05-15,2024-05,Household,Utilities,Mobile Load,Globe,,GCash,Need,Paid,7000,Recurring bill
FEM-0484,2024-03-31,2024-03,Household,Transportation,Ride Hailing,Angkas,500.19,Debit Card,Need,Paid,4500,Promo/discount used
FEM-0485,2024-02-02,2024-02,Student,Food & Dining,Groceries,SM Supermarket,1427.09,Bank Transfer,Need,Paid,10000,Budget concern
FEM-0486,2025-05-17,2025-05,Household,Entertainment,Streaming Subscription,YouTube Premium,337.52,BDO Online,Want,Paid,3000,One-time expense
FEM-0487,2025-10-19,2025-10,Student,Food & Dining,Cafe,Dunkin,204.57,Credit Card,Need,Paid,10000,
FEM-0488,2025-09-07,2025-09,Personal,Healthcare,Checkup,Hospital OPD,2180.75,BDO Online,Need,Paid,4000,One-time expense
FEM-0489,2025-06-05,2025-06,Personal,Food & Dining,Groceries,Robinsons Supermarket,2473.51,Credit Card,Need,Paid,10000,Promo/discount used
FEM-0490,2025-03-09,2025-03,Personal,Entertainment,Travel/Leisure,Klook,7803.70,Maya,Want,Paid,3000,Budget concern
FEM-0491,2025-01-21,2025-01,Personal,Food & Dining,Fast Food,Jollibee,267.37,Debit Card,Need,Paid,10000,
FEM-0492,2024-12-28,2024-12,Personal,Education,Tuition/Fees,School Cashier,15808.63,GCash,Need,Paid,5000,Regular expense
FEM-0493,2025-01-09,2025-01,Personal,Shopping,Clothing,Bench,988.97,Debit Card,Want,Paid,6000,Recurring bill
FEM-0494,"July 28, 2024",2024-07,Student,Food & Dining,Restaurant,Samgyupsal House,1116.75,Cash,Need,Paid,10000,Regular expense
FEM-0495,2025-05-02,2025-05,Personal,Food & Dining,Groceries,SM Supermarket,2962.09,GCash,Need,Paid,10000,Regular expense
FEM-0496,2025-05-16,2025-05,Personal,rent,Dorm/Apartment Rent,Dormitory Payment,12256.84,Debit Card,Need,Paid,12000,One-time expense
FEM-0497,2025-02-26,2025-02,Freelance,Rent,Association Dues,Condo Admin,787.01,GCash,Need,Paid,12000,Regular expense
FEM-0498,2025-09-05,2025-09,Personal,Shopping,Gadgets/Accessories,Digital Walker,4253.88,Debit Card,Want,,6000,One-time expense
FEM-0499,2024-10-13,2024-10,Student,Food & Dining,Fast Food,KFC,445.59,Maya,Need,Paid,10000,
FEM-0500,2024-10-11,2024-10,Household, Savings,Investment,Maya Stocks,-7260.28,Credit Card,Savings,Refunded,8000,Budget concern
FEM-0501,2024-04-27,2024-04,Student,Food & Dining,Fast Food,Mang Inasal,307.07,Bank Transfer,Need,Paid,10000,Regular expense
FEM-0502,2025-05-08,2025-05,Household,Transportation,Parking/Toll,Street Parking,,Cash,Need,Paid,4500,One-time expense
FEM-0503,2025-07-12,2025-07,Personal,Utilities,Electricity,Meralco,3351.54,Maya,Need,Paid,7000,Recurring bill
FEM-0504,2024-10-24,2024-10,Personal,Transportation,Parking/Toll,Mall Parking,187.00,Bank Transfer,Need,Paid,4500,Budget concern
FEM-0505,2025-06-05,2025-06,Freelance,Food & Dining,Groceries,Robinsons Supermarket,948.66,BDO Online,Need,Paid,10000,
FEM-0506,2025-08-22,2025-08,Personal,Transportation,Parking/Toll,Mall Parking,225.46,Debit Card,Need,Paid,4500,One-time expense
FEM-0507,2025-10-15,2025-10,Personal,Rent,Dorm/Apartment Rent,Apartment Landlord,11052.12,BDO Online,Need,Paid,12000,One-time expense
FEM-0508,2025-12-23,2025-12,Personal,Shopping,Personal Care,Watsons,2003.14,Debit Card,Want,Paid,6000,Recurring bill
FEM-0509,2025-02-25,2025-02,Freelance,Transportation,Jeepney/Bus Fare,Victory Liner,171.69,Bank Transfer,Need,Paid,4500,Recurring bill
FEM-0510,2024-11-26,2024-11,Personal,Savings,Emergency Fund,Savings Account,8454.87,GCash,Savings,Paid,8000,Recurring bill
FEM-0511,2024-07-22,2024-07,Student,Others,Repair/Maintenance,Repair Shop,3337.97,BDO Online,Mixed,Paid,3000,Budget concern
FEM-0512,2024-07-11,2024-07,Personal,Food & Dining,Restaurant,Pizza Hut,693.36,Bank Transfer,Need,Paid,10000,One-time expense
FEM-0513,2025-01-27,2025-01,Household,Food & Dining,Fast Food,Jollibee,329.31,Debit Card,Need,Paid,10000,Promo/discount used
FEM-0514,2024-03-26,2024-03,Personal,Savings,Investment,GCash GInvest,1635.63,BDO Online,Savings,Paid,8000,Regular expense
FEM-0515,2024-03-27,2024-03,Student,Utilities,Water,Maynilad,293.85,Maya,Need,Paid,7000,Promo/discount used
FEM-0516,2025-01-25,2025-01,Household,Utilities,Water,Manila Water,454.97,Maya,Need,Paid,7000,Promo/discount used
FEM-0517,2024-02-11,2024-02,Student,Food & Dining,Groceries,SM Supermarket,2555.74,GCash,Need,Paid,10000,Regular expense
FEM-0518,2024-02-28,2024-02,Household,Food & Dining,Restaurant,Samgyupsal House,464.67,GCash,Need,Paid,10000,Budget concern
FEM-0519,2025-03-05,2025-03,Student,Rent,Dorm/Apartment Rent,Apartment Landlord,12126.07,Debit Card,Need,Paid,12000,One-time expense
FEM-0520,2024-05-25,2024-05,Personal,Shopping,Online Shopping,Shopee,991.32,Maya,Want,Paid,6000,One-time expense
FEM-0521,2025-09-08,2025-09,Personal,Shopping,Clothing,Penshoppe,1424.62,Cash,Want,Paid,6000,One-time expense
FEM-0522,2024-05-11,2024-05,Household,Utilities,Electricity,Meralco,2402.59,GCash,Need,Paid,7000,Budget concern
FEM-0523,2024-07-15,2024-07,Household,Entertainment,Travel/Leisure,Cebu Pacific,5425.05,GCash,Want,Paid,3000,Recurring bill
FEM-0524,2025-05-11,2025-05,Personal,Savings,Emergency Fund,Savings Account,2717.17,Cash,Savings,Paid,8000,Promo/discount used
FEM-0525,2024-10-09,2024-10,Student,Savings,Investment,GCash GInvest,3957.81,Cash,Savings,Paid,8000,Recurring bill
FEM-0526,2025-04-14,2025-04,Freelance,Food & Dining,Restaurant,Samgyupsal House,796.50,Bank Transfer,Need,Paid,10000,One-time expense
FEM-0527,2024-06-04,2024-06,Household,Healthcare,Dental,Dental Clinic,3592.99,BDO Online,Need,Paid,4000,Regular expense
FEM-0528,2024-04-21,2024-04,Freelance,Transportation,Fuel,Petron,2215.13,Debit Card,Need,Paid,4500,Recurring bill
FEM-0529,2025-03-31,2025-03,Student,Food & Dining,Groceries,Dali Grocery,2492.58,Debit Card,Need,Paid,10000,
FEM-0530,2024-09-27,2024-09,Freelance,Rent,Association Dues,Subdivision Office,1665.22,BDO Online,Need,Paid,12000,Regular expense
FEM-0531,2025-03-10,2025-03,Freelance,Entertainment,Cinema,SM Cinema,386.09,GCash,Want,Paid,3000,Regular expense
FEM-0532,2025-08-29,2025-08,Personal,Food & Dining,Groceries,Dali Grocery,2976.73,BDO Online,Need,Paid,10000,Regular expense
FEM-0533,2024-12-11,2024-12,Household,Entertainment,Streaming Subscription,Disney+,-254.66,BDO Online,Want,Refunded,3000,Promo/discount used
FEM-0534,2024-08-19,2024-08,Personal,Education,Online Course,Coursera,4211.64,GCash,Need,Pending,,Promo/discount used
FEM-0535,2024-09-29,2024-09,Household,Rent,Dorm/Apartment Rent,,6425.93,Maya,Need,Paid,12000,Budget concern
FEM-0536,2024-05-26,2024-05,Student,Utilities,Water,Manila Water,645.09,GCash,Need,Paid,7000,Promo/discount used
FEM-0537,2024-09-17,2024-09,Personal,Rent,Association Dues,Condo Admin,1599.70,Bank Transfer,Need,Paid,12000,One-time expense
FEM-0538,2025-03-15,2025-03,Personal,Education,School Supplies,Pandayan Bookshop,838.45,Cash,Need,Paid,5000,Budget concern
FEM-0539,2024-02-22,2024-02,Student,Education,School Supplies,National Book Store,360.71,Cash,Need,Paid,5000,One-time expense
FEM-0540,2025-04-21,2025-04,Freelance,Transportation,Fuel,Petron,1741.13,BDO Online,Need,Paid,4500,Promo/discount used
FEM-0541,2024-08-13,2024-08,Household,Utilities,Mobile Load,DITO,286.40,BDO Online,Need,,7000,
FEM-0542,2025-10-27,2025-10,Household,Food & Dining,Restaurant,Pizza Hut,,Bank Transfer,Need,PAID,10000,Recurring bill
FEM-0543,2025-07-29,2025-07,Personal,Transportation,Ride Hailing,JoyRide,419.09,Maya,Need,Pending,4500,One-time expense
FEM-0544,2025-05-06,2025-05,Household,Entertainment,Gaming,Riot Games,,Cash,Want,Paid,3000,Promo/discount used
FEM-0545,2025-08-13,2025-08,Personal,Shopping,Clothing,Penshoppe,843.88,BDO Online,Want,Paid,6000,Promo/discount used
FEM-0546,2024-02-21,2024-02,Household,Transportation,Parking/Toll,Mall Parking,132.10,Debit Card,Need,Paid,4500,One-time expense
FEM-0547,2024-03-08,2024-03,Personal,Entertainment,Cinema,Ayala Malls Cinemas,832.78,Cash,Want,Paid,3000,Promo/discount used
FEM-0548,2025-01-06,2025-01,Freelance,Shopping,Personal Care,,857.45,MAYA,Want,Paid,6000,Regular expense
FEM-0549,2025-06-27,2025-06,Student,Rent,Association Dues,Condo Admin,925.69,GCash,Need,,12000,One-time expense
FEM-0550,2024-12-20,2024-12,Personal,Savings,Emergency Fund,Savings Account,3846.06,Cash,Savings,Paid,8000,
FEM-0551,2024-06-07,2024-06,Household,Utilities,Electricity,Meralco,4147.22,Debit Card,Need,Paid,7000,Budget concern
FEM-0552,2024-05-27,2024-05,Personal,Transportation,Ride Hailing,Grab,516.82,Bank Transfer,Need,Paid,4500,Promo/discount used
FEM-0553,2025-09-27,2025-09,Personal,Education,Online Course,Udemy,3468.55,Credit Card,Need,Pending,5000,Recurring bill
FEM-0554,2024-08-27,2024-08,Household,Rent,Association Dues,Subdivision Office,1585.59,BDO Online,Need,Paid,12000,
FEM-0555,2024-05-27,2024-05,Personal,Education,Tuition/Fees,School Cashier,7277.74,Maya,Need,PAID,5000,
FEM-0556,2025-02-03,2025-02,Personal,Others,Gifts/Donations,Charity,1430.37,BDO Online,Mixed,Paid,3000,One-time expense
FEM-0557,2024-01-06,2024-01,Freelance,Entertainment,Gaming,Garena,894.36,GCash,Want,Paid,3000,Budget concern
FEM-0558,2025-12-10,2025-12,Personal,Healthcare,Insurance,Insurance Provider,1346.18,GCash,Need,Paid,4000,Promo/discount used
FEM-0559,2024-09-04,2024-09,Household,Shopping,Personal Care,Watsons,407.97,Credit Card,Want,PAID,6000,Recurring bill
FEM-0560,2024-01-07,2024-01,Freelance,Utilities,Internet,Globe Fiber,1264.54,Cash,Need,Pending,7000,Promo/discount used
FEM-0561,2025-03-22,2025-03,Personal,Transportation,Jeepney/Bus Fare,Victory Liner,171.56,Bank Transfer,Need,Paid,4500,Regular expense
FEM-0562,2024-12-25,2024-12,Student,Savings,Emergency Fund,Savings Account,5867.53,Credit Card,Savings,Paid,8000,Promo/discount used
FEM-0563,2024-04-03,2024-04,Personal,Rent,Dorm/Apartment Rent,Apartment Landlord,10981.96,Bank Transfer,Need,Paid,12000,One-time expense
FEM-0564,2024-07-26,2024-07,Personal,Healthcare,Insurance,Insurance Provider,1772.94,BDO Online,Need,Paid,4000,Budget concern
FEM-0565,2025-03-18,2025-03,Personal,Utilities,Water,Manila Water,721.17,Credit Card,Need,Paid,7000,Promo/discount used
FEM-0566,2025-07-27,2025-07,Household,Transportation,Jeepney/Bus Fare,Public Transport,98.80,BDO Online,Need,Paid,4500,Budget concern
FEM-0567,2025-06-13,2025-06,Household,Utilities,Internet,Globe Fiber,1851.83,GCASH,Need,Paid,7000,Promo/discount used
FEM-0568,2025-11-28,2025-11,Personal,Savings,Investment,Bank Investment,5340.32,CREDIT CARD,Savings,Pending,8000,Promo/discount used
FEM-0569,2024-10-02,2024-10,Personal,Education,School Supplies,National Book Store,614.77,Credit Card,Need,Paid,5000,Regular expense
FEM-0570,2025-03-02,2025-03,Personal,Transportation,Parking/Toll,NLEX Toll,250.66,Cash,Need,Cancelled,4500,Recurring bill
FEM-0571,2025-11-25,2025-11,Student,Food & Dining,Cafe,Dunkin,150.70,GCash,Need,PAID,10000,
FEM-0572,2024-10-14,2024-10,Student,Healthcare,Medicine,Generika,1041.71,Cash,Need,Paid,4000,Recurring bill
FEM-0573,2024-12-09,2024-12,Freelance,Savings,Investment,Bank Investment,5798.87,GCash,Savings,Paid,8000,Budget concern
FEM-0574,2025-04-09,2025-04,Household,Healthcare,Medicine,Mercury Drug,1076.47,BDO Online,Need,Pending,4000,Recurring bill
FEM-0575,2024-01-22,2024-01,Freelance,Shopping,Personal Care,Salon,1552.88,Bank Transfer,Want,Paid,6000,
FEM-0576,2024-04-11,2024-04,Personal,Food & Dining,Fast Food,Mang Inasal,277.10,GCash,Need,Paid,10000,Regular expense
FEM-0577,2025-08-07,2025-08,Personal,Food & Dining,Groceries,Dali Grocery,2601.68,GCash,Need,Paid,10000,
FEM-0578,2024-06-30,2024-06,Household,Savings,Emergency Fund,Savings Account,7414.66,GCash,Savings,Paid,8000,One-time expense
FEM-0579,2024-05-28,2024-05,Household,Savings,Emergency Fund,Savings Account,4168.40,BDO Online,Savings,Paid,8000,Promo/discount used
FEM-0580,2025-04-30,2025-04,Student, Savings,Emergency Fund,Savings Account,4238.84,Maya,Savings,Paid,8000,Budget concern
FEM-0581,2025-04-24,2025-04,Household,Entertainment,Cinema,SM Cinema,457.58,Cash,Want,Paid,3000,Recurring bill
FEM-0582,2024-08-19,2024-08,Personal,Others,Repair/Maintenance,Repair Shop,5681.55,Bank Transfer,Mixed,Paid,3000,Regular expense
FEM-0583,2025-05-03,2025-05,Personal,Healthcare,Medicine,Generika,958.52,GCash,Need,Pending,4000,Promo/discount used
FEM-0584,2024-10-17,2024-10,Student,Rent,Association Dues,Subdivision Office,1895.58,Cash,Need,Paid,12000,Budget concern
FEM-0585,2025-09-08,2025-09,Freelance,Food & Dining,Restaurant,Max's Restaurant,605.33,Cash,Need,Paid,10000,
FEM-0586,2024-12-26,2024-12,Personal,Savings,Investment,Bank Investment,3453.20,Credit Card,Savings,Cancelled,8000,Promo/discount used
FEM-0587,2025-06-20,2025-06,Personal,Entertainment,Cinema,,519.07,Debit Card,Want,Paid,3000,
FEM-0588,2025-09-03,2025-09,Personal,Shopping,Clothing,Uniqlo,751.76,Cash,Want,Pending,6000,One-time expense
FEM-0589,2024-08-21,2024-08,Household,Transportation,Parking/Toll,Street Parking,100.84,Bank Transfer,Need,Paid,4500,Budget concern
FEM-0590,2025-12-28,2025-12,Personal,Entertainment,Streaming Subscription,YouTube Premium,280.19,bank transfer,Want,Paid,3000,Recurring bill
FEM-0591,2025-10-10,2025-10,Household,Food & Dining,Groceries,Robinsons Supermarket,2221.19,Cash,Need,Paid,10000,Recurring bill
FEM-0592,2025-11-15,2025-11,Personal,Others,Gifts/Donations,Charity,2567.21,BDO Online,Mixed,Paid,3000,
FEM-0593,2024-06-15,2024-06,Personal,Food & Dining,Groceries,Robinsons Supermarket,2841.97,Credit Card,Need,Paid,10000,Promo/discount used
FEM-0594,2025-07-21,2025-07,Household,Utilities,Mobile Load,Smart,515.46,GCash,Need,Paid,7000,One-time expense
FEM-0595,2024-04-07,2024-04,Personal,Food & Dining,Groceries,SM Supermarket,3231.55,Cash,Need,Paid,10000,Regular expense
FEM-0596,2024-07-04,2024-07,Personal,Others,Miscellaneous,Unknown Merchant,1684.26,GCash,Mixed,Paid,3000,Promo/discount used
FEM-0597,2025-01-31,2025-01,Student,Shopping,Clothing,,568.51,Debit Card,Want,Pending,,Recurring bill
FEM-0598,2024-03-04,2024-03,Student,Rent,Association Dues,Condo Admin,964.67,Credit Card,Need,Paid,12000,
FEM-0599,2025-12-22,2025-12,Household,Others,Gifts/Donations,Church Donation,3089.31,BDO Online,Mixed,Paid,3000,Recurring bill
FEM-0600,2024-01-26,2024-01,Personal,Shopping,Personal Care,Salon,1087.92,BDO Online,Want,Paid,6000,One-time expense
FEM-0601,2024-12-28,2024-12,Freelance,Utilities,Electricity,Meralco,4344.71,GCash,Need,Paid,7000,Promo/discount used
FEM-0602,2024-05-15,2024-05,Personal,Rent,Dorm/Apartment Rent,Boarding House,9303.70,Credit Card,Need,Paid,12000,
FEM-0603,2024-09-01,2024-09,Personal,Rent,Dorm/Apartment Rent,Dormitory Payment,7127.39,BDO Online,Need,Paid,12000,Recurring bill
FEM-0604,2024-09-03,2024-09,Student,Rent,Dorm/Apartment Rent,Dormitory Payment,8286.14,Credit Card,Need,Paid,12000,Budget concern
FEM-0605,2024-12-10,2024-12,Household,Food & Dining,Cafe,But First Coffee,139.60,Cash,Need,Paid,10000,
FEM-0606,2025-02-07,2025-02,Personal,Transportation,Ride Hailing,Angkas,452.91,Cash,Need,Pending,4500,
FEM-0607,2025-06-05,2025-06,Student,Entertainment,Streaming Subscription,Netflix,300.74,Credit Card,Want,Paid,3000,Regular expense
FEM-0608,2025-07-02,2025-07,Freelance,Food & Dining,Fast Food,McDonald's,364.46,Maya,Need,Paid,10000,Recurring bill
FEM-0609,2024-06-15,2024-06,Personal,Education,Printing,Computer Shop,341.26,Bank Transfer,Need,Paid,5000,
FEM-0610,2025-05-30,2025-05,Personal,Food & Dining,Restaurant,Pizza Hut,886.43,Bank Transfer,Need,Paid,10000,Budget concern
FEM-0611,2024-11-09,2024-11,Freelance,Utilities,Mobile Load,Globe,617.32,BDO Online,Need,Paid,7000,One-time expense
FEM-0612,2024-10-25,2024-10,Personal,Food & Dining,Fast Food,McDonald's,152.56,GCash,Need,Paid,10000,Budget concern
FEM-0613,2024-04-13,2024-04,Student,Others,Repair/Maintenance,Hardware Store,2917.31,Credit Card,Mixed,Paid,3000,Promo/discount used
FEM-0614,2025-10-08,2025-10,Personal,Healthcare,Insurance,Insurance Provider,2601.95,GCash,Need,Paid,4000,Recurring bill
FEM-0615,2024-09-19,2024-09,Student,Shopping,Clothing,Bench,1626.32,GCash,Want,Paid,6000,Recurring bill
FEM-0616,2025-05-01,2025-05,Personal,Utilities,Electricity,Meralco,5786.98,Maya,Need,Paid,7000,Budget concern
FEM-0617,2025-06-02,2025-06,Household,Transportation,Fuel,Phoenix,-1863.59,Bank Transfer,Need,Refunded,4500,Promo/discount used
FEM-0618,2024-11-17,2024-11,Household,Shopping,Personal Care,,547.30,BDO Online,Want,Paid,6000,
FEM-0619,2025-02-28,2025-02,Personal, Utilities,Electricity,Meralco,2790.59,Maya,Need,Pending,7000,Recurring bill
FEM-0620,2025-06-04,2025-06,Personal,Food & Dining,Fast Food,Mang Inasal,248.45,GCash,Need,Paid,10000,Regular expense
FEM-0621,2024-12-14,2024-12,Personal,Education,Printing,Computer Shop,88.39,Bank Transfer,Need,Paid,5000,Budget concern
FEM-0622,2025-01-29,2025-01,Personal,Healthcare,Checkup,Hospital OPD,2464.45,Credit Card,Need,Paid,4000,One-time expense
FEM-0623,2024-08-24,2024-08,Student,Transportation,Parking/Toll,Street Parking,199.81,Credit Card,Need,Paid,4500,Recurring bill
