transaction_id,transaction_date,month,household_id,region,province_city,family_size,dependent_count,monthly_net_income_php,income_class_assumption,housing_status,transport_profile,schooling_profile,transaction_type,cash_flow_direction,category,subcategory,merchant_or_source,description,amount_php,payment_method,channel,necessity_level,is_recurring,budget_category,monthly_budget_php,budget_period,member_role,school_related,health_related,debt_related,savings_related,status,receipt_available,notes
FEM-PH-202502-0535,2025-02-28,2025-02,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Income,Inflow,Income,Salary,Mother Salary,Mother Salary,17000,Bank Transfer,Bank/App,Need,TRUE,Income,45000,Monthly,Mother,FALSE,FALSE,FALSE,FALSE,Received,true,Monthly take-home income
FEM-PH-202405-0196,2024-05-16,2024-05,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Lifestyle & Misc,Entertainment,Arcade,Entertainment,1699,Cash,Online,Want,FALSE,Lifestyle & Misc,3500,Irregular,Child,FALSE,FALSE,FALSE,FALSE,Paid,TRUE,Promo/discount used
FEM-PH-202409-0339,2024-09-02,2024-09,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Food,Groceries,SM Supermarket,Weekly food supply,2224,Debit Card,Physical Store,Need,TRUE,Food,12000,Weekly,Mother,FALSE,FALSE,FALSE,FALSE,Paid,,Weekly market/grocery run
FEM-PH-202406-0219,2024-06-13,2024-06,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Transportation,Jeepney Fare,Jeepney Operator,Daily commute,50,Cash,Physical Store,Need,FALSE,Transportation,3500,Monthly,Mother,FALSE,FALSE,Yes,FALSE,Paid,FALSE,
FEM-PH-202402-0078,2024-02-07,2024-02,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Food,groceries,Local Grocery,Groceries,446,GCash,Physical Store,Need,,Food,12000,Irregular,Child,FALSE,FALSE,FALSE,FALSE,Paid,FALSE,Price increase noticed
FEM-PH-202409-0349,2024-09-22,2024-09,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Transportation,Tricycle Fare,Tricycle Driver,Daily commute,-72,CASH,Physical Store,Need,FALSE,Transportation,3500,Monthly,Child,FALSE,FALSE,FALSE,FALSE, Paid,FALSE,
FEM-PH-202503-0616,2025-03-28,2025-03,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Healthcare,emergency treatment,Meralco ,Emergency Treatment,1587,Debit Card,Bill Payment,Emergency,FALSE,Healthcare,1500,Irregular,Mother,FALSE,TRUE,FALSE,FALSE,Paid,FALSE,Budget concern
FEM-PH-202410-0395,2024-10-19,2024-10,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Education,School Allowance,Children Allowance,Weekly school allowance,414,Cash,School,Need,TRUE,Education,4000,Weekly,Child,TRUE,FALSE,FALSE,true,Paid,FALSE,
FEM-PH-202503-0596,2025-03-10,2025-03,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Education,SCHOOL ALLOWANCE,Children Allowance,Weekly school allowance,285,Cash,School,Need,TRUE,Education,PHP 4000,Weekly,Child,N,FALSE,FALSE,FALSE,Paid,FALSE,
FEM-PH-202409-0357,2024-09-24,2024-09,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Education,School Allowance,Children Allowance,Weekly school allowance,441,Cash,School,Need,TRUE,Education,4000,Weekly,Child,TRUE,FALSE,FALSE,FALSE,Paid,FALSE,
FEM-PH-202507-0750,2025-07-10,2025-07,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Connectivity,Internet,Converge,Internet,1499,Cash ,Bill Payment,Need,TRUE,Connectivity,1500,Monthly,Household,FALSE,,FALSE,FALSE,Paid,TRUE,School requirement
FEM-PH-202407-0248,2024-07-30,2024-07,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,income,Inflow,Income,Salary,Mother Salary,Mother Salary,"17,000",Bank Transfer,Bank/App,Need,TRUE,Income,45000,Monthly,Mother,FALSE,FALSE,FALSE,FALSE,Received,TRUE,Monthly take-home income
FEM-PH-202407-0279,2024-07-31,2024-07,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Education,PTA/School Fee,Public School,PTA/School Fee,205,Debit Card,School,Need,FALSE,Education,4000,Irregular,Child,TRUE,FALSE,FALSE,FALSE,Paid,TRUE,Budget concern
FEM-PH-202503-0610,2025-03-09,2025-03,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Food,Groceries ,SM Supermarket,Groceries,540,Cash,Bill Payment,Need,No,Food,12000,Irregular,Father,FALSE,0,false,FALSE,Paid,TRUE,Budget concern
FEM-PH-202407-0289,2024-07-19,2024-07,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Lifestyle & Misc,Clothing,Department Store,Clothing,791,Debit Card,Bill Payment,Want,FALSE,Lifestyle & Misc,3500,Irregular,Household,FALSE,FALSE,FALSE,No, Paid,FALSE,Regular household expense
FEM-PH-202402-0063,2024-02-01,2024-02,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Education,School Allowance ,Children Allowance,Weekly school allowance,408,Cash,School,Need,TRUE,Education,4000,Weekly,Child,TRUE,FALSE,N,FALSE,Paid,false,
FEM-PH-202402-0070,2024-02-23,2024-02,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Education,School Allowance,Children Allowance,Weekly school allowance,421,Cash,School,Need,TRUE,Education,4000,Weekly,Child,TRUE,FALSE,FALSE,FALSE,paid,FALSE,
FEM-PH-202407-0262,2024-07-11,2024-07,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance, Expense,Outflow,Transportation,Tricycle Fare,Tricycle Driver,Daily commute,75,Cash,Physical Store,Need,FALSE,Transportation,3500,Monthly,Child,FALSE,FALSE,FALSE,FALSE,Paid,FALSE,
FEM-PH-202504-0653,2025-04-10,2025-04,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Education,PTA/School Fee,Public School,PTA/School Fee,1137,Bank Transfer,Bill Payment,Need,FALSE,Education,4000,Irregular,Father,TRUE,FALSE,FALSE,FALSE,Paid,TRUE,Promo/discount used
FEM-PH-202401-0037,2024-01-31,2024-01,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Food,School Snacks,School Canteen,School Snacks,513,Debit Card,Online,Need,FALSE,Food,12000,Irregular,Child,FALSE,No,FALSE,FALSE,Paid,FALSE,School requirement
FEM-PH-202505-0671,2025-05-25,2025-05,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Savings,Outflow,Savings,Savings Deposit,Bank Transfer,Savings Deposit,3000,Bank Transfer,Bank/App,Savings,TRUE,Savings,3000,Monthly,Household,FALSE,FALSE,FALSE,N,Paid,TRUE,School requirement
FEM-PH-202505-0668,2025-05-18,2025-05,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Utilities,LPG,LPG Dealer,LPG,1050,GCash,Bill Payment,Need,TRUE,Utilities,4500,Monthly,Household,FALSE,FALSE,FALSE,FALSE,Paid,TRUE,Paid on time
FEM-PH-202510-0869,2025-10-25,2025-10,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Savings,Outflow,Savings,Savings Deposit,Bank Transfer,Savings Deposit,3000,Bank Transfer, Bank/App,Savings,TRUE,Savings,,Monthly,Household,FALSE,FALSE,FALSE,TRUE,Paid,TRUE,School requirement
FEM-PH-202406-0222,2024-06-21,2024-06,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Transportation,Bus/UV Fare,Bus Operator,Daily commute,155,Cash,Physical Store,Need,FALSE,Transportation,3500,Monthly,Child,FALSE,FALSE,FALSE,FALSE,Paid,FALSE,
FEM-PH-202402-0050,2024-02-03,2024-02,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Food,Public Market,Palengke Vendor,Weekly food supply,1994.00,gcash,Physical Store,Need,TRUE,Food,12000,Weekly,Mother,FALSE,FALSE,FALSE,FALSE,Paid,TRUE,Weekly market/grocery run
FEM-PH-202506-0727,2025-06-19,2025-06,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Education,School Allowance,Children Allowance,Weekly school allowance,458,Cash,School,Need,TRUE,Education,4000,Weekly,Child,TRUE,FALSE,1,FALSE,Paid,false,
FEM-PH-202512-0982,2025-12-20,2025-12,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Education,School Allowance,Children Allowance,School Allowance,680,maya,Online,Need,FALSE,Education,4000,Irregular,Father,TRUE,FALSE,FALSE,FALSE,Paid,TRUE,Regular household expense
FEM-PH-202502-0544,2025-02-03,2025-02,HH-PH-0001,Region III - Central Luzon,bulacan / ncr commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Food,Public Market,Palengke Vendor,Weekly food supply,2164,Cash,Physical Store,Need,TRUE,Food,12000,Weekly,Mother,FALSE,FALSE,FALSE,FALSE,PAID,FALSE,Weekly market/grocery run
FEM-PH-202507-0744,2025-07-15,2025-07,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Income,Inflow,Income,Salary,Father Salary,Father Salary,28000,Bank Transfer,Bank/App,Need,TRUE,Income,45000,Monthly,Father,FALSE,FALSE,FALSE,FALSE,Received,TRUE,Monthly take-home income
FEM-PH-202412-0487,2024-12-21,2024-12,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Food,Fast Food,McDonald's,Fast Food,216,Cash,Online,Need,FALSE,Food,12000,Irregular,Household,FALSE,FALSE,FALSE,FALSE,Paid,No,Budget concern
FEM-PH-202507-0763,2025-07-11,2025-07,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Education,School Allowance,Children Allowance,Weekly school allowance,396,Cash,School,Need,TRUE,Education,4000,Weekly,Child,TRUE,FALSE,FALSE,false,Paid ,FALSE,
FEM-PH-202512-0975,12/22/2025,2025-12,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,"45,000",middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense ,Outflow,Education,School Allowance, sari-sari store,Weekly school allowance,474,Cash,School,Need,TRUE,Education,4000,Weekly,Child,TRUE,FALSE,FALSE,FALSE,Paid,FALSE,
FEM-PH-202506-0735,23-06-2025,2025-06,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance, Expense,Outflow,Food,PUBLIC MARKET,Palengke Vendor,Public Market,335,Maya,School,Need,FALSE,Food,12000,Irregular,Father,FALSE,FALSE,FALSE,FALSE,Paid,TRUE,
FEM-PH-202409-0340,2024-09-10,2024-09,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,food,Groceries,SM Supermarket,Weekly food supply,2195,Cash,Physical Store,Need,TRUE,Food,12000,Weekly,Mother,FALSE,FALSE,FALSE,FALSE,Paid,TRUE,Weekly market/grocery run
FEM-PH-202403-0111,2024-03-02,2024-03,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,EXPENSE,Outflow,Education,School Allowance,Children Allowance,Weekly school allowance,455.00,Cash,School,Need,false,Education,4000,Weekly,Child,TRUE,FALSE,FALSE,FALSE,Paid,FALSE,
FEM-PH-202402-0080,2024-02-06,2024-02,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Education,School Supplies,National Book Store,School Supplies,646,Bank Transfer,Physical Store,Need,FALSE,Education,4000,Irregular,Household,TRUE,FALSE,FALSE,FALSE,Paid,TRUE,Budget concern
FEM-PH-202401-0001,2024-01-15,2024-01,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,PHP 45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Income,Inflow,Income,Salary,Father Salary,Father Salary,28000,Bank Transfer,BANK/APP,Need,N,Income,45000,Monthly,Father,FALSE,FALSE,FALSE,FALSE,Received,TRUE,Monthly take-home income
FEM-PH-202402-0052,2024-02-16,2024-02,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Food, Groceries,Puregold,Weekly food supply,2467,Cash,Physical Store,Need,TRUE,Food,12000,Weekly,Mother,FALSE,FALSE,FALSE,FALSE,Paid,TRUE,Weekly market/grocery run
FEM-PH-202410-0384,2024-10-11,2024-10,HH-PH-0001,Region III - Central Luzon,Bulacan - NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Food,Groceries,Puregold,Weekly food supply,2320,Cash,Physical Store,Need,TRUE,Food,12000,Weekly,Mother,FALSE,FALSE,true,FALSE,Paid,TRUE,Weekly market/grocery run
FEM-PH-202511-0913,2025-11-20,2025-11,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Debt Payment,Outflow,Debt/Loans,Loan Payment,GCash Loan,Loan Payment,2000,GCash,Bill Payment,Obligation,TRUE,Debt/Loans,2000,Monthly,Mother,FALSE,FALSE,TRUE,FALSE,Paid,1,Budget concern
FEM-PH-202503-0578,2025-03-30,2025-03,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Income,Inflow,Income,Salary,Mother Salary,Mother Salary,17000,Bank Transfer,Bank/App,Need,TRUE,Income,45000,Monthly,Mother,FALSE,N,FALSE,FALSE,Received,TRUE,Monthly take-home income
FEM-PH-202506-0723,2025-06-17,2025-06,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Education,SCHOOL ALLOWANCE,Children Allowance,Weekly school allowance,294,Cash,school,Need,false,Education,4000,Weekly,Child,TRUE,FALSE,FALSE,FALSE,Paid,FALSE,
FEM-PH-202410-0379,2024-10-10,2024-10,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,EXPENSE,Outflow, Connectivity,Internet,Converge,Internet,1499,GCash,Bill Payment,Need,TRUE,Connectivity,1500,Monthly,Household,FALSE,FALSE,FALSE,FALSE,Paid,TRUE,Paid on time
FEM-PH-202504-0637,2025-04-04,2025-04,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Transportation,Jeepney Fare,Jeepney Operator,Daily commute,52,Cash,Physical Store,Need,FALSE,Transportation,3500,Monthly,Mother,FALSE,FALSE,FALSE,N,Paid,FALSE,
FEM-PH-202407-0268,11-07-2024,2024-07,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Education,School Allowance,Children Allowance,Weekly school allowance,₱267,Cash,School,Need,TRUE,Education,4000,Weekly,Child,TRUE,FALSE,FALSE,FALSE,Paid,FALSE,
FEM-PH-202404-0150,2024-04-16,2024-04,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Education,School Allowance,Children Allowance,Weekly school allowance,437,Cash,School,Need,TRUE,Education,4000,Weekly,Child,Y,FALSE,FALSE,FALSE,Paid,FALSE,
FEM-PH-202405-0193,2024-05-08,2024-05,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Education,School Allowance,Children Allowance,Weekly school allowance,418,Cash,school,Need,TRUE,Education,4000,Weekly,Child,TRUE,,FALSE,FALSE, Paid,FALSE,
FEM-PH-202512-0976,2025-12-07,2025-12,HH-PH-0001,Region III - Central Luzon,Bulacan - NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Healthcare,Dental,Dental Clinic,Dental,₱471,Debit Card,Bill Payment,Need,FALSE,Healthcare,1500,Irregular,Household,FALSE,TRUE,FALSE,FALSE,Paid,TRUE,Budget concern
FEM-PH-202506-0732,2025-06-22,2025-06,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Education,School Allowance,Children Allowance,Weekly school allowance,492,Cash,School,Need,TRUE,Education,4000,Weekly,Child,TRUE,FALSE,FALSE,FALSE,Paid,FALSE,
FEM-PH-202506-0710,,2025-06,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Savings,Outflow,Emergency Fund,Emergency Fund Contribution,Bank Transfer,Emergency Fund Contribution,1500,GCash,Bank/App,Savings,TRUE,Emergency Fund,1500,Monthly,Household,FALSE,FALSE,FALSE,TRUE,Paid,TRUE,Regular household expense
FEM-PH-202509-0840,2025-09-29,2025-09,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Transportation,Jeepney Fare,Jeepney Operator,Daily commute,61,Cash,Physical Store,Need,FALSE,Transportation,3500,Monthly,Child,FALSE,FALSE,FALSE,FALSE,Paid,FALSE,
FEM-PH-202411-0430,2024-11-18,2024-11,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Educ,Tricycle Fare,Tricycle Driver,Daily commute,43,Cash,Physical Store,Need,FALSE,Transportation,3500,Monthly,Child,FALSE,FALSE,FALSE,FALSE,Paid,FALSE,
FEM-PH-202410-0380,2024-10-20,2024-10,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Debt Payment,Outflow,Grocery,Loan Payment,Cooperative Loan,Loan Payment,2000,Cash,Bill Payment,Obligation,TRUE,Debt/Loans,2000,Monthly,Mother,FALSE,FALSE,TRUE,FALSE,Paid,TRUE,Paid on time
FEM-PH-202502-0576,2025-02-08,2025-02,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Healthcare,EMERGENCY TREATMENT,Hospital,Unexpected household emergency,4442,Bank Transfer,Physical Store,Emergency,FALSE,Healthcare,1500,Irregular,Household,FALSE,TRUE,FALSE,FALSE,Paid,TRUE,Unexpected expense
FEM-PH-202506-0730,2025-06-10,2025-06,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Education,School Allowance,Children Allowance,Weekly school allowance,282,Cash,School,Need,TRUE,Education,4000,Weekly,Child,0,FALSE,FALSE,FALSE,Paid,FALSE,
FEM-PH-202404-0137,2024-04-23,2024-04,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense ,Outflow,transportation,Tricycle Fare,Tricycle Driver,Daily commute,90,Cash,Physical Store,Need,FALSE,Transportation,3500,Monthly,Father,FALSE,FALSE,FALSE,FALSE,Paid,FALSE,
FEM-PH-202510-0898,2025-10-27,2025-10,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Lifestyle & Misc,Appliance Repair,Repair Shop,Appliance Repair,1057,Maya,Online,Need,FALSE,Lifestyle & Misc,3500,Irregular,Mother,FALSE,FALSE,FALSE,FALSE,paid,FALSE,Paid on time
FEM-PH-202411-0446,2024-11-12,2024-11,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Food,Fast Food,McDonald's,Fast Food,160,MAYA,Bill Payment,Need,FALSE,Food,12000,Irregular,Mother,FALSE,FALSE,FALSE,FALSE,Paid,TRUE,Promo/discount used
FEM-PH-202511-0930,2025-11-19,2025-11,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow, Education,School Allowance,Children Allowance,Weekly school allowance,390,Cash,School,Need,TRUE,Education,4000,Weekly,Child,TRUE,true,FALSE,FALSE,Paid,FALSE,
FEM-PH-202504-0622,2025-04-12,2025-04,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Utilities,Electricity,Meralco,Electricity,2854,Cash,Bill Payment,Need,TRUE,Utilities,4500,Monthly,Household,FALSE,FALSE,FALSE,FALSE,Paid,TRUE,Price increase noticed
FEM-PH-202505-0678,2025-05-17,2025-05,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Transportation,Tricycle Fare,Tricycle Driver,Daily commute,36,Cash,Physical Store, Need,FALSE,Transportation,3500,Monthly,Child,FALSE,FALSE,FALSE,FALSE,Paid,FALSE,
FEM-PH-202504-0656,2025-04-04,2025-04,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Food,Fast Food,Jollibee,Fast Food,259,GCash,Physical Store,Need,FALSE,Food,12000,Irregular,Mother,FALSE,FALSE,FALSE,FALSE,Paid,FALSE,School requirement
