transaction_id,date,month,household_id,region,province_city,family_size,dependent_count,monthly_net_income_php,income_class_assumption,housing_status,transport_profile,schooling_profile,transaction_type,cash_flow_direction,category,subcategory,merchant,description,amount_php,payment_method,channel,necessity_type,is_recurring,budget_category,budget_limit_php,budget_period,member_role,school_related,health_related,debt_related,savings_related,status,receipt_available,notes,outlier_flag,outlier_reason,year,month_number,month_name,year_month,quarter,actual_amount,budget_amount,budget_variance,expense_group
FEM-PH-202411-0427,2024-11-10,2024-11,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Food,Groceries,Puregold,Weekly Food Supply,2641.0,Debit Card,Physical Store,Need,Yes,Food,12000.0,Weekly,Mother,No,No,No,No,Paid,Yes,Weekly Market/Grocery Run,No,,2024,11,November,2024-11,Q4,2641.0,12000.0,-9359.0,Needs
FEM-PH-202406-0241,2024-06-11,2024-06,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Lifestyle & Misc,Entertainment,Cinema,Entertainment,1299.0,Cash,Bill Payment,Want,No,Lifestyle & Misc,3500.0,Irregular,Child,No,No,No,No,Paid,No,Regular Household Expense,No,,2024,6,June,2024-06,Q2,1299.0,3500.0,-2201.0,Wants
FEM-PH-202406-0244,2024-06-23,2024-06,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Education,School Project,School Supplier,School Project,167.0,GCash,Bill Payment,Need,No,Education,4000.0,Irregular,Household,Yes,No,No,Yes,Paid,Yes,School Requirement,No,,2024,6,June,2024-06,Q2,167.0,4000.0,-3833.0,Needs
FEM-PH-202410-0407,2024-10-05,2024-10,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Lifestyle & Misc,Gifts,Local Store,Gifts,1392.0,Maya,School,Want,No,Lifestyle & Misc,3500.0,Irregular,Household,No,No,No,No,Paid,Yes,School Requirement,No,,2024,10,October,2024-10,Q4,1392.0,3500.0,-2108.0,Wants
FEM-PH-202503-0606,2025-03-25,2025-03,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Education,School Allowance,Children Allowance,Weekly School Allowance,356.0,Cash,School,Need,Yes,Education,4000.0,Weekly,Child,Yes,No,No,No,Paid,No,No notes provided,No,,2025,3,March,2025-03,Q1,356.0,4000.0,-3644.0,Needs
FEM-PH-202511-0931,2025-11-22,2025-11,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Education,School Allowance,Children Allowance,Weekly School Allowance,328.0,Cash,School,Need,Yes,Education,4000.0,Weekly,Child,Yes,No,No,No,Paid,No,No notes provided,No,,2025,11,November,2025-11,Q4,328.0,4000.0,-3672.0,Needs
FEM-PH-202409-0367,2024-09-18,2024-09,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Lifestyle & Misc,Appliance Repair,Repair Shop,Appliance Repair,519.0,Maya,Physical Store,Need,No,Lifestyle & Misc,3500.0,Irregular,Father,No,No,No,No,Paid,No,Promo/Discount Used,No,,2024,9,September,2024-09,Q3,519.0,3500.0,-2981.0,Wants
FEM-PH-202407-0285,2024-07-17,2024-07,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Lifestyle & Misc,Personal Care,Watsons,Personal Care,1696.0,Maya,Bill Payment,Need,No,Lifestyle & Misc,3500.0,Irregular,Father,No,No,No,No,Paid,No,Paid On Time,No,,2024,7,July,2024-07,Q3,1696.0,3500.0,-1804.0,Wants
FEM-PH-202403-0115,2024-03-22,2024-03,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Transpo,Appliance Repair,Repair Shop,Appliance Repair,1101.0,Bank Transfer,Bill Payment,Need,No,Lifestyle & Misc,3500.0,Irregular,Household,No,No,No,No,Paid,Yes,Paid On Time,No,,2024,3,March,2024-03,Q1,1101.0,3500.0,-2399.0,Wants
FEM-PH-202511-0936,2025-11-07,2025-11,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Food,School Snacks,School Canteen,School Snacks,338.0,GCash,Physical Store,Need,No,Food,12000.0,Irregular,Household,No,No,No,Yes,Paid,Yes,Promo/Discount Used,No,,2025,11,November,2025-11,Q4,338.0,12000.0,-11662.0,Needs
FEM-PH-202410-0392,2024-10-07,2024-10,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Transportation,Tricycle Fare,Tricycle Driver,Daily Commute,46.0,Cash,Physical Store,Need,No,Transportation,3500.0,Monthly,Father,No,No,No,No,Paid,No,No notes provided,No,,2024,10,October,2024-10,Q4,46.0,3500.0,-3454.0,Needs
FEM-PH-202406-0234,2024-06-16,2024-06,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Education,School Allowance,Children Allowance,Weekly School Allowance,405.0,Cash,School,Need,Yes,Education,4000.0,Weekly,Child,Yes,No,No,No,Paid,No,No notes provided,No,,2024,6,June,2024-06,Q2,405.0,4000.0,-3595.0,Needs
FEM-PH-202503-0587,2025-03-02,2025-03,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Food,Groceries,Sm Supermarket,Weekly Food Supply,2618.0,GCash,Physical Store,Need,Yes,Food,12000.0,Weekly,Mother,No,No,No,No,Paid,Yes,Weekly Market/Grocery Run,No,,2025,3,March,2025-03,Q1,2618.0,12000.0,-9382.0,Needs
FEM-PH-202505-0691,2025-05-16,2025-05,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Education,School Allowance,Children Allowance,Weekly School Allowance,365.0,Cash,School,Need,Yes,Education,4000.0,Weekly,Child,Yes,No,No,No,Paid,No,No notes provided,No,,2025,5,May,2025-05,Q2,365.0,4000.0,-3635.0,Needs
FEM-PH-202409-0370,2024-09-05,2024-09,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Education,PTA/School Fee,Public School,PTA/School Fee,-171.0,GCash,School,Need,No,Education,4000.0,Irregular,Child,Yes,No,No,No,Paid,No,No notes provided,Yes,Negative amount,2024,9,September,2024-09,Q3,-171.0,4000.0,-4171.0,Needs
FEM-PH-202411-0449,2024-11-11,2024-11,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Lifestyle & Misc,Appliance Repair,Repair Shop,Appliance Repair,738.0,Cash,Physical Store,Need,No,Lifestyle & Misc,3500.0,Irregular,Mother,No,No,No,No,Paid,Yes,Price Increase Noticed,No,,2024,11,November,2024-11,Q4,738.0,3500.0,-2762.0,Wants
FEM-PH-202406-0242,2024-06-16,2024-06,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Food,Groceries,Puregold,Groceries,391.0,Cash,Online,Need,No,Food,12000.0,Irregular,Mother,No,No,No,No,Paid,No,Paid On Time,No,,2024,6,June,2024-06,Q2,391.0,12000.0,-11609.0,Needs
FEM-PH-202502-0575,2025-02-16,2025-02,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Healthcare,Emergency Treatment,Hospital,Emergency Treatment,1546.0,Bank Transfer,Bill Payment,Emergency,No,Healthcare,1500.0,Irregular,Child,No,Yes,No,No,Paid,Yes,Promo/Discount Used,No,,2025,2,February,2025-02,Q1,1546.0,1500.0,46.0,Needs
FEM-PH-202505-0681,2025-05-03,2025-05,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Education,School Allowance,Children Allowance,Weekly School Allowance,331.0,Cash,School,Need,Yes,Education,4000.0,Weekly,Child,Yes,No,Yes,No,Paid,No,No notes provided,No,,2025,5,May,2025-05,Q2,331.0,4000.0,-3669.0,Needs
FEM-PH-202412-0480,2024-12-26,2024-12,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Education,School Allowance,Children Allowance,Weekly School Allowance,368.0,Cash,School,Need,Yes,Education,4000.0,Weekly,Child,Yes,No,No,No,Paid,No,No notes provided,No,,2024,12,December,2024-12,Q4,368.0,4000.0,-3632.0,Needs
FEM-PH-202403-0098,2024-03-15,2024-03,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Transportation,Tricycle Fare,Tricycle Driver,Daily Commute,50.0,Cash,Physical Store,Need,No,Transportation,3500.0,Monthly,Mother,No,No,No,No,Paid,No,No notes provided,No,,2024,3,March,2024-03,Q1,50.0,3500.0,-3450.0,Needs
FEM-PH-202411-0419,2024-11-12,2024-11,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Utilities,Electricity,Meralco,Electricity,2905.0,Bank Transfer,Bill Payment,Need,Yes,Utilities,4500.0,Monthly,Household,No,No,No,No,Paid,Yes,Promo/Discount Used,No,,2024,11,November,2024-11,Q4,2905.0,4500.0,-1595.0,Needs
FEM-PH-202501-0507,2025-01-31,2025-01,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Transportation,Bus/UV Fare,UV Express,Daily Commute,122.0,Cash,Physical Store,Need,No,Transportation,3500.0,Monthly,Father,No,No,No,No,Paid,No,No notes provided,No,,2025,1,January,2025-01,Q1,122.0,3500.0,-3378.0,Needs
FEM-PH-202503-0607,2025-03-03,2025-03,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Education,PTA/School Fee,Public School,PTA/School Fee,442.0,GCash,School,Need,No,Education,4000.0,Irregular,Father,Yes,No,No,No,Paid,No,Budget Concern,No,,2025,3,March,2025-03,Q1,442.0,4000.0,-3558.0,Needs
FEM-PH-202410-0412,2024-10-14,2024-10,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Food,Groceries,Meralco,Groceries,190.0,Maya,School,Need,No,Food,12000.0,Irregular,Household,Yes,No,No,No,Paid,No,No notes provided,No,,2024,10,October,2024-10,Q4,190.0,12000.0,-11810.0,Needs
FEM-PH-202412-0485,2024-12-12,2024-12,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Lifestyle & Misc,Clothing,Ukay-Ukay,Clothing,1017.0,Debit Card,Physical Store,Want,No,Lifestyle & Misc,3500.0,Irregular,Father,No,No,No,No,Paid,No,No notes provided,No,,2024,12,December,2024-12,Q4,1017.0,3500.0,-2483.0,Wants
FEM-PH-202404-0123,2024-04-26,2024-04,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Income,Inflow,Income,Side Hustle,Occasional Side Hustle,Extra Income From Small Work,1500.0,GCash,Online,Need,No,Income,45000.0,Irregular,Mother,No,No,No,No,Received,No,Extra Income Month,No,,2024,4,April,2024-04,Q2,1500.0,45000.0,-43500.0,Unknown
FEM-PH-202402-0055,2024-02-16,2024-02,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Transportation,Bus/UV Fare,UV Express,Daily Commute,164.0,Cash,Physical Store,Need,No,Transportation,3500.0,Monthly,Father,No,No,No,No,Paid,No,No notes provided,No,,2024,2,February,2024-02,Q1,164.0,3500.0,-3336.0,Needs
FEM-PH-202503-0598,2025-03-25,2025-03,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Education,School Allowance,Children Allowance,Weekly School Allowance,408.0,Cash,School,Need,Yes,Education,4000.0,Weekly,Child,Yes,No,No,No,Paid,No,No notes provided,No,,2025,3,March,2025-03,Q1,408.0,4000.0,-3592.0,Needs
FEM-PH-202501-0521,2025-01-10,2025-01,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Education,School Allowance,Children Allowance,Weekly School Allowance,308.0,Cash,School,Need,Yes,Education,4000.0,Weekly,Child,Yes,No,No,No,Paid,No,No notes provided,No,,2025,1,January,2025-01,Q1,308.0,4000.0,-3692.0,Needs
FEM-PH-202506-0703,2025-06-03,2025-06,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Housing,Rent,Landlord,Rent,8000.0,Bank Transfer,Physical Store,Need,Yes,Housing,8000.0,Monthly,Household,No,No,Yes,No,Paid,Yes,School Requirement,No,,2025,6,June,2025-06,Q2,8000.0,8000.0,0.0,Needs
FEM-PH-202510-0901,2025-10-25,2025-10,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Food,Rice,Rice Retailer,Rice,132.0,Bank Transfer,School,Need,No,Food,12000.0,Irregular,Father,No,No,No,No,Paid,No,Budget Concern,No,,2025,10,October,2025-10,Q4,132.0,12000.0,-11868.0,Needs
FEM-PH-202402-0065,2024-02-19,2024-02,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Education,School Allowance,Children Allowance,Weekly School Allowance,394.0,Cash,School,Need,No,Education,4000.0,Weekly,Child,Yes,No,No,No,Paid,No,No notes provided,No,,2024,2,February,2024-02,Q1,394.0,4000.0,-3606.0,Needs
FEM-PH-202501-0513,2025-01-10,2025-01,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Education,School Allowance,Children Allowance,Weekly School Allowance,355.0,Cash,School,Need,Yes,Education,4000.0,Weekly,Child,Yes,No,No,No,Paid,No,No notes provided,No,,2025,1,January,2025-01,Q1,355.0,4000.0,-3645.0,Needs
FEM-PH-202403-0085,2024-03-03,2024-03,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Housing,Rent,Meralco,Rent,8000.0,Cash,Physical Store,Need,Yes,Housing,8000.0,Monthly,Household,No,No,No,No,Paid,Yes,School Requirement,No,,2024,3,March,2024-03,Q1,8000.0,8000.0,0.0,Needs
FEM-PH-202510-0861,2025-10-30,2025-10,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Income,Inflow,Income,Salary,Mother Salary,Mother Salary,17000.0,Bank Transfer,Bank/App,Need,Yes,Income,45000.0,Monthly,Mother,No,No,No,No,Received,Yes,Monthly Take-Home Income,No,,2025,10,October,2025-10,Q4,17000.0,45000.0,-28000.0,Unknown
FEM-PH-202409-0364,2024-09-17,2024-09,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Education,School Project,Pure Gold,School Project,735.0,Debit Card,Bill Payment,Need,No,Education,4000.0,Irregular,Child,Yes,Yes,No,No,Paid,Yes,Budget Concern,Yes,Above category range,2024,9,September,2024-09,Q3,735.0,4000.0,-3265.0,Needs
FEM-PH-202501-0520,2025-01-02,2025-01,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Education,School Allowance,Children Allowance,Weekly School Allowance,300.0,Cash,School,Need,Yes,Education,4000.0,Weekly,Child,Yes,No,No,No,Paid,No,No notes provided,No,,2025,1,January,2025-01,Q1,300.0,4000.0,-3700.0,Needs
FEM-PH-202405-0190,2024-05-17,2024-05,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Education,School Allowance,Children Allowance,Weekly School Allowance,279.0,Cash,School,Need,Yes,Education,4000.0,Weekly,Child,Yes,No,No,No,Paid,No,No notes provided,No,,2024,5,May,2024-05,Q2,279.0,4000.0,-3721.0,Needs
FEM-PH-202408-0327,2024-08-24,2024-08,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Utilities,Public Market,Palengke Vendor,Public Market,249.0,Cash,Bill Payment,Need,No,Food,12000.0,Irregular,Child,No,No,No,No,Paid,Yes,Paid On Time,No,,2024,8,August,2024-08,Q3,249.0,12000.0,-11751.0,Needs
FEM-PH-202401-0036,2024-01-03,2024-01,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Food,Public Market,Palengke Vendor,Public Market,160.0,Cash,Online,Need,No,Food,12000.0,Irregular,Mother,No,No,No,No,Paid,No,Price Increase Noticed,No,,2024,1,January,2024-01,Q1,160.0,12000.0,-11840.0,Needs
FEM-PH-202405-0163,2024-05-15,2024-05,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Income,Inflow,Income,Salary,Palengke,Father Salary,28000.0,Bank Transfer,Bank/App,Need,Yes,Income,45000.0,Monthly,Father,No,No,No,No,Received,Yes,Monthly Take-Home Income,No,,2024,5,May,2024-05,Q2,28000.0,45000.0,-17000.0,Unknown
FEM-PH-202404-0131,2024-04-04,2024-04,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Food,Public Market,Palengke Vendor,Weekly Food Supply,2570.0,Cash,Physical Store,Need,Yes,Food,12000.0,Weekly,Mother,No,No,No,No,Paid,No,Weekly Market/Grocery Run,No,,2024,4,April,2024-04,Q2,2570.0,12000.0,-9430.0,Needs
FEM-PH-202403-0114,2024-03-23,2024-03,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Education,School Allowance,Children Allowance,Weekly School Allowance,484.0,Cash,School,Need,Yes,Education,4000.0,Weekly,Child,Yes,No,No,No,Paid,No,No notes provided,No,,2024,3,March,2024-03,Q1,484.0,4000.0,-3516.0,Needs
FEM-PH-202409-0332,2024-09-12,2024-09,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Utilities,Electricity,Meralco,Electricity,3768.0,GCash,Bill Payment,Need,Yes,Utilities,,Monthly,Household,No,No,No,No,Paid,Yes,Price Increase Noticed,No,,2024,9,September,2024-09,Q3,3768.0,0.0,3768.0,Needs
FEM-PH-202508-0819,2025-08-03,2025-08,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Lifestyle & Misc,Unknown,Shopee,Gifts,492.0,Maya,School,Want,No,Lifestyle & Misc,3500.0,Irregular,Household,No,No,No,No,Paid,No,Unexpected Expense,No,,2025,8,August,2025-08,Q3,492.0,3500.0,-3008.0,Wants
FEM-PH-202509-0834,2025-09-11,2025-09,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Food,Groceries,Local Grocery,Weekly Food Supply,1964.0,GCash,Physical Store,Need,Yes,Food,12000.0,Weekly,Mother,No,No,No,No,Paid,Yes,Weekly Market/Grocery Run,No,,2025,9,September,2025-09,Q3,1964.0,12000.0,-10036.0,Needs
FEM-PH-202408-0304,2024-08-25,2024-08,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Food,Groceries,Sm Supermarket,Weekly Food Supply,2405.0,Debit Card,Physical Store,Need,Yes,Food,12000.0,Weekly,Mother,No,Yes,No,No,Paid,Yes,Weekly Market/Grocery Run,No,,2024,8,August,2024-08,Q3,2405.0,12000.0,-9595.0,Needs
FEM-PH-202504-0634,2025-04-19,2025-04,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Transportation,Tricycle Fare,Tricycle Driver,Daily Commute,63.0,Cash,Physical Store,Need,No,Transportation,3500.0,Monthly,Child,Yes,No,Yes,No,Paid,No,No notes provided,No,,2025,4,April,2025-04,Q2,63.0,3500.0,-3437.0,Needs
FEM-PH-202405-0197,2024-05-04,2024-05,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Lifestyle & Misc,Household Item,Daiso,Household Item,1142.0,Debit Card,Online,Need,No,Lifestyle & Misc,3500.0,Irregular,Mother,No,No,No,No,Paid,No,No notes provided,No,,2024,5,May,2024-05,Q2,1142.0,3500.0,-2358.0,Wants
FEM-PH-202410-0387,2024-10-25,2024-10,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Transportation,Bus/UV Fare,Bus Operator,Daily Commute,147.0,Cash,Physical Store,Need,No,Transportation,3500.0,Monthly,Child,Yes,No,No,No,Paid,No,No notes provided,No,,2024,10,October,2024-10,Q4,147.0,3500.0,-3353.0,Needs
